Sequence;Type;Année;Tour;Département;Commune;Numéro du bureau; Code canton;Code circonscription;Indicatif;Nombre d'inscrits;Nombre d'abstentions;Nombre de votants;Nombre de votants d'après les feuilles d'émargement;Nombre de bulletins blancs;Nombre de bulletins nuls;Nombre d'exprimés;Nombre de candidats;Sigle du candidat;Nombre de voix du candidat;Sigle du candidat;Nombre de voix du candidat;ADRESSE;NOM;Geo Shape;pourcentage_participation;geo_point_2d
199;PR;2017;2;31;555;0193;22;02;I;1142;363;779;779;74;22;683;2;LEPE;184;LEPE;184;135 ROUTE D ALBI;ECOLE CUVIER;"{""type"": ""Polygon"", ""coordinates"": [[[1.4534286798, 43.6511843408], [1.4538264766, 43.6515591686], [1.4540091697, 43.6517176485], [1.4544597569, 43.6519993174], [1.4548780175, 43.6522646531], [1.455029647, 43.6524086946], [1.4555498375, 43.6530958458], [1.4560147906, 43.65373052], [1.4560905318, 43.6538957357], [1.4562645884, 43.6542868941], [1.4564082747, 43.654647378], [1.456623975, 43.6551885073], [1.4566309034, 43.6552491122], [1.4566360129, 43.6554327001], [1.4566162162, 43.655803431], [1.4566427693, 43.6558585075], [1.4569839827, 43.656119161], [1.4588529477, 43.6575411314], [1.4592051036, 43.657827353], [1.4596087068, 43.6583382712], [1.4596024462, 43.6583754873], [1.4594431987, 43.6584443938], [1.4592990161, 43.6585226704], [1.4592790969, 43.6585480828], [1.4589974308, 43.6591611492], [1.4589810947, 43.6592240474], [1.4589790824, 43.6592762042], [1.4591115088, 43.6596787556], [1.4591136637, 43.6597198862], [1.4590790866, 43.6597565307], [1.45873271, 43.6599878469], [1.4587034026, 43.6600354253], [1.4587135365, 43.6602340861], [1.4598455175, 43.6603137808], [1.4598588148, 43.6605110594], [1.459911668, 43.6606842078], [1.4599779234, 43.6609236857], [1.460370877, 43.6607346367], [1.4609876754, 43.660554032], [1.4629786704, 43.6605166692], [1.4643781906, 43.6602292449], [1.4650792171, 43.6599289711], [1.4653633898, 43.6595440812], [1.4659381523, 43.6592057535], [1.4663861975, 43.658553953], [1.4667280673, 43.6582642568], [1.4670699947, 43.6580605397], [1.46752203, 43.6576477239], [1.4678411161, 43.6570995579], [1.4679045802, 43.6567688824], [1.4681931727, 43.6560895754], [1.4685381822, 43.655599294], [1.4687882445, 43.6553676626], [1.4688250696, 43.655081081], [1.4691008978, 43.6546146291], [1.4691285587, 43.6526775986], [1.4689194271, 43.6519748192], [1.4685333295, 43.6515803209], [1.4681421851, 43.6514709298], [1.4678517036, 43.6513173287], [1.467615657, 43.6511304792], [1.4676451659, 43.6504664719], [1.4676454271, 43.6504650566], [1.4681162499, 43.6476127952], [1.4683011524, 43.6474686327], [1.4683585691, 43.6472835974], [1.4695687999, 43.6475643687], [1.4697677052, 43.6479158858], [1.4705425566, 43.6473977013], [1.4697204193, 43.6462458552], [1.4681671965, 43.6436908558], [1.4673021399, 43.6422081818], [1.4669321804, 43.6419771604], [1.4671753449, 43.6416392436], [1.4665583953, 43.6406733599], [1.4661398571, 43.6407894982], [1.4655742561, 43.6412497012], [1.4632770293, 43.6419018734], [1.4635556612, 43.6420913566], [1.4636414597, 43.6426388767], [1.4627342794, 43.6429346407], [1.4617098289, 43.6429645843], [1.458610245, 43.6428560118], [1.4587728728, 43.6429910674], [1.4586785505, 43.6438238689], [1.4568093579, 43.6437581847], [1.4567279429, 43.6453443072], [1.4566480035, 43.6467903115], [1.4565897067, 43.6492033295], [1.4559042304, 43.6498698546], [1.4547390169, 43.6506877028], [1.4534286798, 43.6511843408]]]}";68.21366024518389;43.6508703565, 1.46256301833
188;PR;2017;2;31;555;0183;22;01;I;1273;416;857;857;76;19;762;2;LEPE;227;LEPE;227;239 AVENUE DE FRONTON;ECOLE LALANDE;"{""type"": ""Polygon"", ""coordinates"": [[[1.4114269971, 43.666527554], [1.411635454, 43.6666162985], [1.4118628134, 43.6666635678], [1.4119691533, 43.6666975504], [1.4120429849, 43.6667274877], [1.4121431408, 43.6667406009], [1.4129455739, 43.6665995477], [1.4134043687, 43.666490811], [1.4140748469, 43.6663097641], [1.4144051269, 43.666190402], [1.4149605186, 43.6659262202], [1.4153748465, 43.6656816986], [1.4156583538, 43.6654682838], [1.4162433742, 43.6648873828], [1.4163527418, 43.6647255365], [1.416435758, 43.6642436846], [1.4165637034, 43.6634679511], [1.4166131581, 43.662880807], [1.4167036367, 43.6616610321], [1.41652635, 43.6615773358], [1.417221303, 43.6608214007], [1.419776859, 43.6612242231], [1.4206753814, 43.6611851264], [1.4211512163, 43.6611747773], [1.4215294671, 43.6611541774], [1.4217465784, 43.6611038965], [1.4220341366, 43.6609633494], [1.4224129775, 43.6607336569], [1.422698438, 43.6605599839], [1.4230907384, 43.6603020096], [1.4233540244, 43.6601290968], [1.4240284566, 43.660425938], [1.4243721629, 43.6605337249], [1.4252755425, 43.6602609418], [1.4270263069, 43.6597111098], [1.427737624, 43.6589551843], [1.4280888721, 43.6585672449], [1.42971855, 43.6585197499], [1.4298375277, 43.658494205], [1.4299477417, 43.6584449481], [1.4302356569, 43.6582788393], [1.430314318, 43.658216513], [1.4303609671, 43.658179551], [1.4305846926, 43.6581207859], [1.4307078769, 43.6580754095], [1.4311825195, 43.6578843004], [1.4312798455, 43.657825471], [1.4315405471, 43.6577348354], [1.4318582111, 43.6574109519], [1.4319337092, 43.6574168526], [1.4318773414, 43.6578672913], [1.4320791271, 43.6578822816], [1.4320928365, 43.6574935311], [1.4321476588, 43.657315152], [1.4322064034, 43.6568785078], [1.4324519091, 43.6549513071], [1.4324686137, 43.6547943855], [1.432858224, 43.6516960838], [1.4329414695, 43.6501564497], [1.4330568775, 43.6498489289], [1.4332340483, 43.6484727806], [1.4333689862, 43.6469600483], [1.4333964552, 43.6467805035], [1.4341775113, 43.6437288413], [1.4334577453, 43.6437638421], [1.4334322298, 43.6431111834], [1.4334333587, 43.6424529421], [1.4310198525, 43.6425793528], [1.4285335611, 43.6429128133], [1.4281972563, 43.6425371799], [1.4254137023, 43.6418165821], [1.4259408971, 43.6407346675], [1.425850733, 43.6402400569], [1.4239806047, 43.6400272686], [1.4224214071, 43.6395028429], [1.4223000911, 43.639257763], [1.4220372912, 43.639319981], [1.4236643401, 43.6512562384], [1.423634791, 43.6521661721], [1.4112639494, 43.6664514794], [1.4114269971, 43.666527554]]]}";67.32128829536528;43.6521075422, 1.42587622842
245;PR;2017;2;31;555;0238;24;03;I;1128;370;758;758;74;29;655;2;LEPE;165;LEPE;165;8 RUE CLAUDIUS ROUGENET;ECOLE CHATEAU DE L'HERS;"{""type"": ""Polygon"", ""coordinates"": [[[1.4858122507, 43.6074666766], [1.485826907, 43.6051573009], [1.4866995984, 43.6038506335], [1.4873935187, 43.6032115222], [1.4893686883, 43.6014589685], [1.4901505523, 43.6007646791], [1.4911090751, 43.5998219379], [1.491995924, 43.5984953636], [1.4927703839, 43.5937802282], [1.4919311542, 43.5937627197], [1.4914168508, 43.5937494432], [1.4909451286, 43.5938367772], [1.4903587421, 43.5940632491], [1.4908516484, 43.5948313988], [1.4910529313, 43.5947742446], [1.4912493699, 43.5951513186], [1.4906408283, 43.5954703451], [1.4898338266, 43.5981266956], [1.4902979641, 43.5982626222], [1.4902738493, 43.598310698], [1.4901803478, 43.5984784098], [1.4852961764, 43.596990438], [1.4851325861, 43.5967772785], [1.4847546193, 43.5980867071], [1.4859871739, 43.5982899264], [1.4871492977, 43.5990517636], [1.4872032743, 43.5991931415], [1.4869316263, 43.6000776193], [1.4864576244, 43.6008177167], [1.4862391897, 43.6008889252], [1.4854618816, 43.6006200623], [1.4851994331, 43.6004913096], [1.4854439234, 43.5997788231], [1.4853780923, 43.5996477623], [1.4844218075, 43.5995147353], [1.484244712, 43.5997915613], [1.4834478746, 43.5993418299], [1.4837591923, 43.5987821801], [1.4839932303, 43.598256009], [1.4841101521, 43.5978169417], [1.484144046, 43.5974482058], [1.4840969697, 43.5971895629], [1.4838482464, 43.5970126606], [1.4836041214, 43.5965131615], [1.483026148, 43.5968758973], [1.4817892901, 43.597522228], [1.4811821336, 43.5983757745], [1.4802801097, 43.5995459354], [1.4804154878, 43.5997286145], [1.4802903878, 43.5998279539], [1.4799929634, 43.5998692255], [1.47987814, 43.5997964515], [1.479493024, 43.6000518314], [1.4794607888, 43.600302312], [1.4789730587, 43.6003601137], [1.478624051, 43.5998229087], [1.4776949001, 43.6003390704], [1.4764828941, 43.6007877966], [1.4759892775, 43.6007111957], [1.4761864189, 43.6015765046], [1.4765103892, 43.601681147], [1.4772673268, 43.6016452634], [1.4776975091, 43.6016069013], [1.4781890127, 43.6016503637], [1.4785403387, 43.6015726069], [1.479175327, 43.6014156291], [1.4797407602, 43.6012969145], [1.4803342542, 43.6012181474], [1.4815872478, 43.6020895339], [1.4806105137, 43.6026545611], [1.4797419113, 43.60321377], [1.4800523576, 43.6035368574], [1.4803300816, 43.6037811668], [1.480561727, 43.6041519046], [1.4799775274, 43.6051238878], [1.4810726538, 43.6055683341], [1.4815801038, 43.6049543464], [1.4818388127, 43.6051634967], [1.4814226722, 43.6059475317], [1.4826075884, 43.6063853357], [1.4858122507, 43.6074666766]]]}";67.19858156028369;43.6009596252, 1.48510214437
233;PR;2017;2;31;555;0226;24;03;I;1199;358;841;841;73;13;755;2;LEPE;95;LEPE;95;20 RUE LUCIEN CASSAGNE;ECOLE ARMAND LEYGUE;"{""type"": ""Polygon"", ""coordinates"": [[[1.4603353248, 43.592326793], [1.4603503118, 43.5922757099], [1.4602373672, 43.592289086], [1.4601361138, 43.5924477124], [1.4600326937, 43.5926918773], [1.4597729094, 43.5932661667], [1.4596385027, 43.5936510732], [1.4596924971, 43.5937230645], [1.4592158456, 43.5947963682], [1.4590821034, 43.5951127624], [1.458870675, 43.595739528], [1.4588186589, 43.5966933674], [1.4587772915, 43.5975955905], [1.4590703537, 43.5974834218], [1.4597240251, 43.5972379429], [1.4614213649, 43.5965954698], [1.4629049803, 43.5960349824], [1.4635648008, 43.5957750934], [1.4638504272, 43.595536648], [1.4647119466, 43.5945735095], [1.4655660944, 43.5940247056], [1.4652543331, 43.5930218049], [1.4641604962, 43.5931832879], [1.4632903029, 43.5933409612], [1.4631720411, 43.592858739], [1.4621258025, 43.5929802171], [1.4620466603, 43.5924240448], [1.4619322121, 43.5925308381], [1.4604578208, 43.5926398325], [1.4602736533, 43.5925561418], [1.4603353248, 43.592326793]]]}";70.14178482068391;43.5947260181, 1.46167823152
139;PR;2017;2;31;555;0135;15;04;I;1070;394;676;676;54;20;602;2;LEPE;142;LEPE;142;23 RUE EUGENE VIOLLET LE DUC;GROUPE SCOLAIRE VIOLLET LE DUC;"{""type"": ""Polygon"", ""coordinates"": [[[1.3997025999, 43.5841820617], [1.3986874111, 43.5840328794], [1.3974978098, 43.5833692428], [1.3956946635, 43.5834848327], [1.3950165088, 43.5836532834], [1.3949327889, 43.5841758021], [1.3950034721, 43.5844810454], [1.3947246465, 43.5844995381], [1.3945257423, 43.5842367516], [1.3946637761, 43.5835718226], [1.3948165946, 43.5829590521], [1.3946736146, 43.582617255], [1.3925585689, 43.5824549169], [1.3931944034, 43.5818160901], [1.394464121, 43.5815306481], [1.3946405969, 43.5817697637], [1.3958334289, 43.5813669854], [1.3954514214, 43.5811250249], [1.3948284927, 43.5813571832], [1.3943180568, 43.5805695346], [1.3932009158, 43.5804834252], [1.3924636627, 43.5805022343], [1.3916781452, 43.5808359093], [1.3912800947, 43.5803362894], [1.3909791732, 43.5804857185], [1.3914827445, 43.5810989097], [1.3912588227, 43.5815774114], [1.3900871491, 43.5820427119], [1.3899236433, 43.5817456495], [1.3895327938, 43.5816665097], [1.3890152886, 43.5817525693], [1.3882506336, 43.5820679453], [1.3877122477, 43.5820131908], [1.387387726, 43.5817133863], [1.3866948669, 43.5815789017], [1.3862073041, 43.5817110546], [1.3862257584, 43.5822083802], [1.384606933, 43.5820328126], [1.3842436156, 43.5820200194], [1.3840423595, 43.5819899382], [1.3829461513, 43.5816032008], [1.3828864175, 43.5813500793], [1.3830646678, 43.5812746117], [1.3832873837, 43.581180317], [1.3832966016, 43.5806023024], [1.3836036854, 43.5801166854], [1.383802783, 43.5801183613], [1.3847881647, 43.5807615044], [1.3850399642, 43.5808866232], [1.3858629186, 43.5810241021], [1.3857346873, 43.5802490877], [1.386713189, 43.580425718], [1.3879662955, 43.5799470756], [1.3880212479, 43.5798300656], [1.3874958358, 43.5799544236], [1.3871934915, 43.5799037255], [1.3871183103, 43.5797245103], [1.3877511543, 43.5795667954], [1.3880979972, 43.5796179724], [1.3882413996, 43.5792596461], [1.3890728212, 43.5790262907], [1.3903399283, 43.5791400196], [1.3910536755, 43.5800098072], [1.3928561941, 43.5790210007], [1.3923452556, 43.5786581504], [1.3919772541, 43.5784743687], [1.3922615031, 43.5781929043], [1.3926376247, 43.5779453155], [1.3931655077, 43.5777292672], [1.3933174116, 43.5774220939], [1.3932026965, 43.5770218681], [1.3934487814, 43.5767665697], [1.393700998, 43.5767005499], [1.3938429648, 43.5766408219], [1.3940749684, 43.5761175495], [1.3941057243, 43.5760218821], [1.3952864936, 43.5762927338], [1.3951922334, 43.5764868678], [1.3942073161, 43.5785118794], [1.3945079966, 43.5788378047], [1.3953864867, 43.5798931452], [1.3977189312, 43.5828782298], [1.3997025999, 43.5841820617]]]}";63.177570093457945;43.5806643846, 1.39154363203
215;PR;2017;2;31;555;0208;23;02;I;1178;427;751;751;28;69;654;2;LEPE;177;LEPE;177;49 CHEMIN MICHOUN;ECOLE MICHOUN;"{""type"": ""Polygon"", ""coordinates"": [[[1.4670428288, 43.6261059378], [1.466349338, 43.6261798906], [1.4663200875, 43.6263213454], [1.4653076682, 43.626891611], [1.4640206188, 43.6276834994], [1.4635222258, 43.6282126013], [1.4634645102, 43.6284847317], [1.466620262, 43.6299040388], [1.4670557759, 43.6299586605], [1.4681118218, 43.6299800091], [1.4681127721, 43.6296460323], [1.4681196011, 43.6289970447], [1.4686205398, 43.6290340025], [1.468633008, 43.6291618245], [1.4687368906, 43.6291834335], [1.4687808012, 43.6300163617], [1.4686717707, 43.6300798618], [1.4686777252, 43.6302076352], [1.4690525112, 43.6299626221], [1.4691267128, 43.629786259], [1.4692729497, 43.629582071], [1.4694958862, 43.6293888796], [1.4699813207, 43.629147546], [1.4703867409, 43.6291241544], [1.4706750594, 43.6291821808], [1.4710358596, 43.6291820995], [1.4713066452, 43.6290119762], [1.4710824701, 43.6288418523], [1.4705169615, 43.6281383426], [1.4698795185, 43.6278155686], [1.4696534706, 43.6276851671], [1.4695618946, 43.6276229687], [1.4678891992, 43.6265694106], [1.4671473969, 43.6261701308], [1.4670428288, 43.6261059378]]]}";63.75212224108658;43.6282048818, 1.46718160048
202;PR;2017;2;31;555;0196;22;02;I;1103;346;757;757;75;27;655;2;LEPE;150;LEPE;150;135 ROUTE D ALBI;ECOLE CUVIER;"{""type"": ""Polygon"", ""coordinates"": [[[1.4627454498, 43.6318442389], [1.4629071376, 43.6319445122], [1.4636511896, 43.6321958675], [1.466028024, 43.6332415933], [1.4660899771, 43.6334217895], [1.4680700088, 43.6339307073], [1.4683079747, 43.6339590276], [1.4685873485, 43.6338343396], [1.4666367738, 43.6332082704], [1.4690859923, 43.6310122499], [1.466620262, 43.6299040388], [1.4634645102, 43.6284847317], [1.4620554914, 43.6278508948], [1.459327458, 43.6266814149], [1.4591292468, 43.6265964213], [1.4548850617, 43.6246420469], [1.4548454147, 43.6248658877], [1.4550845844, 43.625074956], [1.4560781248, 43.6268566682], [1.4561685081, 43.6269983424], [1.4571864907, 43.6287168512], [1.4574017068, 43.6288736823], [1.4578955165, 43.6292171754], [1.4585552942, 43.6297010342], [1.4592597078, 43.6301615756], [1.4596067589, 43.6303884928], [1.4600326849, 43.6305668282], [1.4615639912, 43.6311340407], [1.4621274097, 43.6314411537], [1.4623411519, 43.631611214], [1.4627454498, 43.6318442389]]]}";68.63100634632819;43.6295533076, 1.46211434613
257;PR;2017;2;31;555;0250;25;03;I;947;295;652;652;48;14;590;2;LEPE;96;LEPE;96;21 BD DE LA MEDITERRANEE;GROUPE SCOLAIRE ANATOLE FRANCE;"{""type"": ""Polygon"", ""coordinates"": [[[1.4701271339, 43.5812983959], [1.4695369636, 43.5815190535], [1.4692075027, 43.5812629686], [1.4681162102, 43.5819348579], [1.4673673315, 43.5824182593], [1.4670519524, 43.5819995399], [1.4660788086, 43.5828672272], [1.465007345, 43.5839602693], [1.4654461729, 43.5844811774], [1.4645969413, 43.5849704051], [1.465276073, 43.5857930913], [1.4685634568, 43.584475799], [1.4706986562, 43.583621712], [1.4737508022, 43.5823554558], [1.4736975613, 43.5820768875], [1.4730042433, 43.5817801956], [1.4718323367, 43.5803804502], [1.4716181923, 43.5804289566], [1.4714482802, 43.5805686296], [1.4708198406, 43.5809167291], [1.4701271339, 43.5812983959]]]}";68.84899683210138;43.5830212558, 1.46898706965
223;PR;2017;2;31;555;0216;23;02;I;1096;404;692;692;64;16;612;2;LEPE;83;LEPE;83;133 RUE LOUIS PLANA;ECOLE LA JUNCASSE;"{""type"": ""Polygon"", ""coordinates"": [[[1.4657478713, 43.6145144601], [1.4623896567, 43.6145027783], [1.4621994279, 43.6145360988], [1.4620120283, 43.6147225027], [1.4618842533, 43.615046689], [1.4611948286, 43.61472914], [1.4609569346, 43.6148262499], [1.4606920569, 43.6146486122], [1.4598028679, 43.6163036017], [1.4593770079, 43.6170962102], [1.4585819724, 43.6168328981], [1.4578545687, 43.6163383424], [1.457455805, 43.6166176102], [1.458744131, 43.6173450839], [1.4594670137, 43.6175545955], [1.4610170949, 43.617882153], [1.4623926031, 43.618306231], [1.4633852014, 43.618645037], [1.4639665864, 43.6187848109], [1.4651198616, 43.6178409444], [1.4636535575, 43.6168570298], [1.4642934452, 43.6165563624], [1.4650502808, 43.6159159826], [1.4662586946, 43.6142213019], [1.4657478713, 43.6145144601]]]}";63.138686131386855;43.616422122, 1.46242129352
230;PR;2017;2;31;555;0223;24;04;I;238;71;167;167;15;1;151;2;LEPE;23;LEPE;23;20 RUE LUCIEN CASSAGNE;ECOLE ARMAND LEYGUE;"{""type"": ""Polygon"", ""coordinates"": [[[1.4629049803, 43.5960349824], [1.4614213649, 43.5965954698], [1.4617661008, 43.5977948431], [1.4633406889, 43.5978423953], [1.4634455592, 43.596649567], [1.4629157661, 43.5964069296], [1.4629049803, 43.5960349824]]]}";70.16806722689076;43.5970502605, 1.46249247156
3;PR;2017;2;31;555;0003;17;04;I;901;327;574;574;43;18;513;2;LEPE;47;LEPE;47;17 PL DE LA DAURADE;ECOLE LAKANAL;"{""type"": ""Polygon"", ""coordinates"": [[[1.4383694341, 43.6024610629], [1.4375407688, 43.6027872931], [1.4361697939, 43.6031361741], [1.4349211104, 43.6023141055], [1.4358736368, 43.6036817742], [1.4360599147, 43.6038560958], [1.4363026525, 43.6039337338], [1.4380680443, 43.6043348314], [1.438794816, 43.6044504164], [1.4394509234, 43.6044798319], [1.4410734854, 43.6046512005], [1.4427346962, 43.6048236593], [1.4429502013, 43.603805505], [1.4424330611, 43.6037361408], [1.441992204, 43.6030930704], [1.4417357785, 43.6030891548], [1.4412577722, 43.60275423], [1.4408389275, 43.6023809806], [1.4403665475, 43.6023658917], [1.4392274855, 43.6021837247], [1.4390584274, 43.6021293722], [1.4389020728, 43.6021425232], [1.4387243796, 43.6021684699], [1.4385557882, 43.6022348807], [1.4383694341, 43.6024610629]]]}";63.70699223085461;43.6035267827, 1.43945034789
15;PR;2017;2;31;555;0015;17;01;I;1033;360;673;673;56;15;602;2;LEPE;71;LEPE;71;60 RUE MATABIAU;ECOLE BAYARD;"{""type"": ""Polygon"", ""coordinates"": [[[1.4442569849, 43.6099353755], [1.4445897532, 43.6100609886], [1.4454179402, 43.6105812568], [1.4455699863, 43.6106893703], [1.4469128897, 43.6115353571], [1.4482324469, 43.6123783063], [1.4482672046, 43.6124930644], [1.448464333, 43.6123716132], [1.4475249719, 43.6110926467], [1.448337462, 43.6104821462], [1.4484743898, 43.6103810389], [1.450545393, 43.6116546649], [1.4513654334, 43.6109722983], [1.4491698496, 43.6097582618], [1.4492818013, 43.6096730406], [1.4462503199, 43.6080136438], [1.4457289412, 43.6085127695], [1.445058564, 43.6092718279], [1.4442569849, 43.6099353755]]]}";65.15004840271055;43.6100837747, 1.44742630019
111;PR;2017;2;31;555;0108;20;04;I;998;260;738;738;62;17;659;2;LEPE;138;LEPE;138;4 CHEMIN LIFFARD;ECOLE PAUL BERT;"{""type"": ""Polygon"", ""coordinates"": [[[1.366676404, 43.5587353611], [1.3652181337, 43.5591259072], [1.3647137678, 43.5592597096], [1.364110331, 43.5594049607], [1.3638530804, 43.5594633021], [1.3635997366, 43.5595216802], [1.3631428896, 43.5596133144], [1.3627269611, 43.559668389], [1.3622589395, 43.559726809], [1.362018872, 43.5597682615], [1.3614253333, 43.5598952322], [1.3610563994, 43.5599898824], [1.3604593447, 43.5601417916], [1.3595801027, 43.5603650606], [1.3593611416, 43.560403246], [1.3593593271, 43.560445639], [1.3598290701, 43.5613720091], [1.36040966, 43.5625639872], [1.3605482582, 43.5627453862], [1.3609258073, 43.5632094129], [1.3612791265, 43.5636438971], [1.3614499687, 43.5638591971], [1.3616047492, 43.5641017956], [1.3617847208, 43.5647800828], [1.3618876955, 43.5651620164], [1.3618905769, 43.5652468495], [1.3618825254, 43.5653047051], [1.3617825841, 43.5655822526], [1.3617348545, 43.5657636361], [1.3617405457, 43.565893308], [1.361836852, 43.5661465081], [1.3619285229, 43.5663218147], [1.3621258242, 43.5666182836], [1.3622419952, 43.5667555284], [1.3623433273, 43.5668453348], [1.3624598038, 43.5669308131], [1.3629722719, 43.5672975839], [1.3638965478, 43.5678698402], [1.3643003879, 43.5681380936], [1.3646333804, 43.5683684462], [1.3649561925, 43.5685955334], [1.3652622109, 43.5688818587], [1.366030824, 43.5695744648], [1.366367851, 43.5698803651], [1.3668517701, 43.5703052939], [1.3673329327, 43.5706714756], [1.3676375354, 43.5708776401], [1.3680417776, 43.5711480855], [1.3683468314, 43.571355061], [1.3685643153, 43.571505469], [1.3702217923, 43.5710300612], [1.3710088228, 43.5708835095], [1.3716826608, 43.570816404], [1.3725934416, 43.5707427945], [1.3744068856, 43.5708556762], [1.3747666256, 43.5709003688], [1.3753606116, 43.5709432573], [1.3763102211, 43.5708822533], [1.3769695251, 43.5708282348], [1.377434141, 43.570824608], [1.3782200903, 43.5709069552], [1.3790020664, 43.5710744164], [1.379874253, 43.5713788784], [1.3806745877, 43.571783024], [1.3811204187, 43.5719779032], [1.381696499, 43.5720026361], [1.3819350704, 43.5718939514], [1.3816410119, 43.5716473643], [1.3812120364, 43.5715654194], [1.3800387486, 43.5702809882], [1.3786347555, 43.5692657732], [1.3773553643, 43.5684882107], [1.3760587885, 43.5679213929], [1.3748314719, 43.5669335355], [1.373770459, 43.5658045254], [1.3734232881, 43.5651109861], [1.3700129747, 43.5663236247], [1.3695698351, 43.5657521865], [1.3687134689, 43.5661023909], [1.3676730763, 43.564761683], [1.3685702472, 43.5643758288], [1.36789679, 43.5634750586], [1.3708379915, 43.5622920059], [1.3699709093, 43.5616069256], [1.3685618028, 43.5604813911], [1.3666421916, 43.5589181785], [1.366676404, 43.5587353611]]]}";73.94789579158316;43.5658335887, 1.36834926773
20;PR;2017;2;31;555;0020;17;02;I;1094;335;759;759;68;23;668;2;LEPE;133;LEPE;133;18 RUE DU FAUBOURG BONNEFOY;ECOLE BONNEFOY;"{""type"": ""Polygon"", ""coordinates"": [[[1.4539633136, 43.6167809813], [1.4544143543, 43.6171903843], [1.4565277633, 43.6156987018], [1.455942887, 43.6150034829], [1.4558551225, 43.615038752], [1.4555314966, 43.6149964936], [1.454999405, 43.6148731449], [1.4533035837, 43.6162176236], [1.4524627163, 43.6154882208], [1.4521299279, 43.615536712], [1.4519324203, 43.6153317554], [1.4513671295, 43.6148126454], [1.4507169202, 43.6143136814], [1.4505767562, 43.6144573379], [1.4509597418, 43.6147990515], [1.4492257709, 43.6154619581], [1.4487466546, 43.6156304004], [1.4471968116, 43.6163429769], [1.4482414195, 43.6174676029], [1.4470851852, 43.617892801], [1.4471244159, 43.6180567916], [1.4468263508, 43.6185710322], [1.4460548337, 43.6188705733], [1.4463623266, 43.6196469225], [1.4457353141, 43.621258928], [1.4456408784, 43.6220898302], [1.4456141653, 43.6223961628], [1.4457329185, 43.6234140972], [1.4456681634, 43.6247565381], [1.4456784758, 43.6250651542], [1.44562242, 43.6251608169], [1.4449887158, 43.6257548732], [1.4445636706, 43.6261476622], [1.4444787359, 43.6263912429], [1.4442310134, 43.6267573349], [1.4451830529, 43.6271111187], [1.4458680312, 43.6268572676], [1.4480156269, 43.6250310742], [1.44911447, 43.6241856338], [1.4507914962, 43.6237527776], [1.4516107367, 43.6237249455], [1.4525399893, 43.6238263384], [1.4543176973, 43.6243808976], [1.4548850617, 43.6246420469], [1.4591292468, 43.6265964213], [1.4591292468, 43.6265964213], [1.4587925299, 43.6254780463], [1.4586183323, 43.6249065481], [1.4588882993, 43.6239544221], [1.4581540257, 43.623773272], [1.4574649306, 43.6236042482], [1.4571997368, 43.6236589548], [1.4567496089, 43.6236251834], [1.456084057, 43.623361722], [1.4559887909, 43.6238160671], [1.4557845633, 43.6242411849], [1.4544682513, 43.6239471032], [1.4545908192, 43.6238496571], [1.4538547707, 43.6224521702], [1.4536339901, 43.6217049046], [1.4535083115, 43.6212204534], [1.4533252538, 43.6206532363], [1.4531381666, 43.6201824999], [1.4529536913, 43.6197997736], [1.4527935531, 43.6197966298], [1.4527769729, 43.6197728454], [1.4525134726, 43.6193620666], [1.4527908802, 43.6184805431], [1.4527028339, 43.6173019306], [1.4539633136, 43.6167809813]]]}";69.37842778793419;43.6207834023, 1.4505317318
91;PR;2017;2;31;555;0088;20;09;I;794;246;548;548;47;13;488;2;LEPE;112;LEPE;112;7 RUE DU POITOU;ECOLE MAURICE JACQUIER;"{""type"": ""Polygon"", ""coordinates"": [[[1.4173107397, 43.5727270615], [1.4176269391, 43.5728128942], [1.4178213063, 43.5731210146], [1.4176889967, 43.5734321655], [1.4177111487, 43.574700161], [1.4182732384, 43.5754682514], [1.4181980367, 43.5757041728], [1.4177976974, 43.5764351202], [1.4177410677, 43.5765633342], [1.4209472898, 43.575569389], [1.4210060955, 43.5756379868], [1.4236238379, 43.5748255942], [1.4240432338, 43.5748866899], [1.4243089621, 43.5721412682], [1.4237820788, 43.572047135], [1.423365187, 43.5718233251], [1.4197697751, 43.5728397333], [1.4194059722, 43.5736514002], [1.4184136008, 43.5724304169], [1.4173107397, 43.5727270615]]]}";69.0176322418136;43.5740070631, 1.4209065624
44;PR;2017;2;31;555;0044;18;04;I;1167;352;815;815;69;13;733;2;LEPE;87;LEPE;87;20 B PLACE MARIUS PINEL;GROUPE SCOLAIRE BONHOURE;"{""type"": ""Polygon"", ""coordinates"": [[[1.463502139, 43.6035154732], [1.4618123709, 43.6043927398], [1.460323664, 43.6057730088], [1.4610682607, 43.6058940845], [1.4625304275, 43.6062393469], [1.4632974526, 43.6063100792], [1.465334424, 43.6067928722], [1.4658001896, 43.6058322617], [1.4660975024, 43.6053539126], [1.4650717507, 43.6049817675], [1.4658185522, 43.6043933433], [1.4665026207, 43.6038699952], [1.4665026207, 43.6038699952], [1.4673227227, 43.6031143833], [1.4678152659, 43.6033546957], [1.4685907574, 43.6025810337], [1.468026725, 43.6023326093], [1.4679515816, 43.6023963706], [1.4659230888, 43.6017762127], [1.4657587463, 43.6017931758], [1.4643893593, 43.6029986653], [1.4635563943, 43.6034122573], [1.463502139, 43.6035154732]]]}";69.83718937446443;43.6043915115, 1.46446825402
